timestamp,annotator_id,prolific_id,sex,age,education,provenance,political_position,sexual_orientation
5/22/2026 10:39:58,GS30,6931f9cc9da883817e39260e,M,61,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 11:00:31,GS31,5b9e920a9e487a0001707acc,M,49,Dottorato,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 11:16:00,GS32,6929ab665a40aad05abea191,M,36,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 11:48:06,GS33,5ec59050ccf4bb5b03854377,M,35,Laurea triennale,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Appartenente alla comunità LGBTQIA+
5/22/2026 12:28:01,GS34,60d353ee5983e6d072f53db0,M,45,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/22/2026 13:09:42,GS35,5be2965691deed00015acc2b,M,39,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/22/2026 15:21:11,GS36,5e81b4ab1fa05c00097c8c9d,M,41,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/22/2026 16:42:34,GS37,695418f6eeea411a406c99a1,M,52,Laurea triennale,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Non appartenente alla comunità LGBTQIA+
5/22/2026 17:45:30,GS38,5ea9b4ac331fef0fc4da8ed7,M,39,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 20:00:43,GS39,5e91128ddf10df4440f6243f,M,39,Scuola secondaria,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/22/2026 21:24:27,GS40,696a3150c6e9172c04ca0f39,M,41,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Non voto,Non appartenente alla comunità LGBTQIA+
5/22/2026 22:44:04,GS41,5fede96fdfad15064edc1cf9,M,39,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Appartenente alla comunità LGBTQIA+
5/23/2026 10:11:22,GS42,5f343de4d0c07630b7f90b92,M,41,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/24/2026 15:12:25,GS43,5da329d4e6307e0016d01af8,M,60,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/26/2026 9:59:51,GS46,68c9a88016a72793ea49ad8c,M,45,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/26/2026 10:00:20,GS45,608e7f009f31e9b739f48a3e,M,40,Diploma,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Non appartenente alla comunità LGBTQIA+
5/26/2026 11:27:31,GS47,5ed4f048f7b6fe02e0d9ffe3,F,25,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
