timestamp,annotator_id,prolific_id,sex,age,education,provenance,political_position,sexual_orientation
5/20/2026 9:50:05,GS12,5cac98a9aab6e30001e6f297,M,26,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 9:57:00,GS13,692d9e14ab2757d3b3f7022a,M,18,Scuola secondaria,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/20/2026 10:05:53,GS14,692d9e14ab2757d3b3f7022a,M,18,Scuola secondaria,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/20/2026 10:13:12,GS15,6977a9621600ec681b075ab4,M,27,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Centro,Non appartenente alla comunità LGBTQIA+
5/20/2026 10:21:44,GS16,6069b1ee82d95ab68039e0716069b1ee82d95ab68039e071,M,35,Dottorato,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/20/2026 10:36:16,GS17,69791f5a5874c570e1a9d22f,M,23,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Destra,Non appartenente alla comunità LGBTQIA+
5/20/2026 10:44:10,GS18,697366f08b974087a4a06761,M,23,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Centro,Non appartenente alla comunità LGBTQIA+
5/20/2026 10:54:24,GS19,6928a28dba572e93b99dbf28,M,34,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 11:04:53,GS22,610196eec60378705e83511f,M,33,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non so
5/20/2026 11:06:04,GS20,693b099da33e91d7f466ea89,M,32,Dottorato,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 11:07:09,GS23,692a8fe80defd4b9a05164a9,M,32,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 11:24:49,GS24,69726dd7981e0339e1051cde,M,22,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 11:32:19,GS25,6977cd358ff5d649d74efc17,M,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Non voto,Non appartenente alla comunità LGBTQIA+
5/20/2026 11:54:18,GS26,692b138189f9008a31077a80,M,19,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/20/2026 11:58:44,GS28,6977b23b690b4e06a9113f43,M,27,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 11:59:08,GS27,697267ca186b656afc6fd69e,M,23,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/20/2026 12:03:34,GS29,5c582e0add470300014ee081,M,29,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Non voto,Non appartenente alla comunità LGBTQIA+
5/20/2026 12:08:44,GS30,69774471744f58294eb083ae,M,22,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/20/2026 12:55:59,GS31,69728435c9476fe76dd2ab2f,M,28,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/20/2026 13:07:47,GS32,69726659bba92243ab3cd298,M,28,Diploma,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Non appartenente alla comunità LGBTQIA+
5/20/2026 13:15:39,GS33,5fe3792db939ed02b8c1d0f8,M,33,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/20/2026 13:38:00,GS34,697cc3fe7247f5f8e9fcfd3b,M,22,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 14:04:14,GS35,6931f21a0511d9bd2fedffbc,M,30,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 14:10:27,GS36,5f2352b4912f8710d7e186c8,M,25,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 14:40:00,GS37,6977a461421471e315c73f6b,M,25,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/20/2026 14:55:57,GS38,6931eae1f6aed7c63c9c741d,M,27,Dottorato,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Non appartenente alla comunità LGBTQIA+
5/20/2026 15:23:00,GS39,5e7a00de6482d803048160cb,M,34,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 16:03:48,GS40,692ad46a0c5bdb21c095b7eb,M,33,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 17:20:43,GS41,601f291d7df84c43f71ba9f5,M,28,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 17:37:00,GS42,5d696624dc730d0001827041,M,32,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 17:55:53,GS43,69354ba2a95eb559f49ab538,M,18,Scuola secondaria,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/20/2026 19:31:40,GS44,697268018538bd668a05b616,M,24,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/21/2026 9:04:24,GS45,5c5854ac40378900013b70f7,M,25,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 10:13:23,GS46,6083fe6ac62d63cb50fc2150,M,25,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Centro,Non appartenente alla comunità LGBTQIA+
5/21/2026 11:37:07,GS47,6930ae8778f9b83146823a5c,M,29,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 12:49:44,GS48,5d1622f8f7316d0001b6cfec,M,26,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 13:02:47,GS49,6928be84c107e73d131467e9,M,22,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/21/2026 15:28:21,GS50,60525afd42b105aeeb9124b0,M,23,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 15:39:12,GS51,6977b222ec2a7bb1a1f9cb54,M,24,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/21/2026 17:43:17,GS52,6055d85c9f415eb7addde3cc,M,25,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Centro,Non appartenente alla comunità LGBTQIA+
5/21/2026 18:17:42,GS53,693772ff3c762ec9f6ef133f,M,27,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 19:06:30,GS54,6977bd1337cf8a36c8ea725b,M,23,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 21:20:10,GS55,6928b9f05562f1d885835c74,Altro,24,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/21/2026 21:27:34,GS56,6986211066b5b2347767847f,M,31,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Destra,Non appartenente alla comunità LGBTQIA+
5/21/2026 21:49:02,GS57,603c11e7db9042987c7180be,M,29,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/22/2026 12:05:24,GS58,6928c7aa27b64142746ba25e,M,23,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/22/2026 20:03:44,GS59,610a8e61ac9124977bba9a2b,M,24,Diploma,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/23/2026 4:04:30,GS60,5e765060efdcf71bffa5683f,M,28,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/23/2026 10:33:43,GS61,5dcc3e296a14e78c3f35029a,M,25,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
