timestamp,annotator_id,prolific_id,sex,age,education,provenance,political_position,sexual_orientation
5/21/2026 18:44:16,GS14,5ee410ca69bfc410338ecef5,F,45,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 18:57:59,GS15,5daae19f8a06b60016d1bc32,F,37,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/21/2026 19:05:19,GS16,69289f9b4cfda9f470325a4b,F,38,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 19:36:45,GS17,6977aaadf315779dbd9c9d1d,F,53,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 20:47:20,GS18,693e8eb5dcbe54a91d615dc9,F,42,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Non voto,Non appartenente alla comunità LGBTQIA+
5/21/2026 22:16:40,GS19,6010381382846a0ae97c00c5,F,39,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 22:32:40,GS20,6929527c01c95df25b2daa14,F,40,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Destra,Non appartenente alla comunità LGBTQIA+
5/21/2026 23:55:09,GS21,572b96ba3ab9df000dbb4461,F,47,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Appartenente alla comunità LGBTQIA+
5/22/2026 5:43:30,GS22,64f9f86e6bf2358fd13945f1,F,47,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/22/2026 6:02:03,GS23,6012b30be9c54b03bf68e946,F,50,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 7:45:05,GS24,5d6cfaed8cb0f70001b1fc5c,F,53,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 9:05:49,GS26,65771a31083264a0848acffa,F,38,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/22/2026 9:15:13,GS25,589630d22a697d0001cfca12,F,44,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 10:20:29,GS27,5ea9907f7f05ba09cf73958d,Altro,35,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/22/2026 12:29:51,GS28,6928b501ad865ee5d607bb08,F,42,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 12:34:10,GS29,59ca5f505e015800019778d0,F,52,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/24/2026 10:41:52,GS30,5f32397f6eeae117b7b66456,F,50,Dottorato,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/25/2026 11:42:55,GS31,66bf568947d51b7d52d3b83b,F,38,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/25/2026 16:49:44,GS32,66d5657001bc3be1eebfa928,F,37,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/27/2026 8:01:47,GS33,6016d28142e035889f5ccf47,F,40,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/27/2026 10:12:32,GS34,69328ecd7320a219f2ae13a8,F,36,Laurea triennale,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Appartenente alla comunità LGBTQIA+
5/27/2026 10:12:42,GS34,69328ecd7320a219f2ae13a8,F,36,Laurea triennale,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Appartenente alla comunità LGBTQIA+
5/27/2026 16:47:23,GS35,5f20678a817321134bd74855,F,43,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/28/2026 8:08:29,GS36,5faa9369824fc33f71b2517f,F,44,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/28/2026 8:22:10,GS37,5c5b608e32810e0001c345f0,F,45,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/28/2026 8:51:45,GS38,61323e3a8523aa286c68daed,F,62,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/29/2026 10:32:08,GS39,5ec695eec61539089f199a2c,F,55,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
6/1/2026 15:59:27,GS40,58dcde8917943b000152a8e8,F,59,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Non voto,Non appartenente alla comunità LGBTQIA+
